Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\phishing\email_764.txt,1,69,0.869565,90.9624,82.174,63.049,0,236.257,0.898551,0.072464,0.014493,0,0.014493,4.81159,0.057971,0.086957,0.188406,0.231884,0.15942,0.101449,0.028986,0.072464,0.014493,0,0,0.028986,0.014493,0,0,0.014493,0.166667,0,0.166667,0,0,0,0,0,0,0,0,0.202899,0.028986,0.014493,0.014493,0.014493,0,0,0.028986,0.072464,0,0,0,0,0,0,0,0,0.028986,0.062053,4,0,0,0,0,0,0,0,6.18182,4.877,38.0909,0.363636,0.090909,0.181818,0,0,0.090909,0.181818,0.090909,4.32352,7.70394,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0.014493,0.086957,0,0,0,0.014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478,0.115942,0.014493,0.130435,0.072464,0.057971,0.072464,0.043478,0,0,0,0,0,0,0,0,0.043478,0,0.028986,0.014493,0,0.014493,0,0,0.014493,0,0.014493,0,0,0,0,0,0,0.014493,0,0,0,0,0,0.014493,0,0,0,0,0,0,0.014493,0.014493,0,0.014493,0,0.043478,0,0.028986,0.028986,0.014493,0,0,0,0.072464,0.101449,0,0,0,0,0.057971,0,0,0.014493,0,0.043478,0,0,0.014493,0.028986,0.014493,0.014493,0.144928,0,0,0,0,0,0.014493,0,0,0,0.014493,0,0,0.768116,0.25,0.083333,0.333333,0,0,0,0,0
C:\Dev\fp\phishing\email_765.txt,1,79,0.772152,110.031,125.972,48.5946,0,202.012,0.962025,0,0,0,0.037975,4.75949,0.063291,0.063291,0.164557,0.291139,0.164557,0.088608,0.025316,0.050633,0.037975,0.025316,0,0,0,0.012658,0,0.012658,0.178571,0.061859,0.285714,0,0,0,0,0,0,0,0,0.202532,0.037975,0.012658,0.025316,0.025316,0,0,0.025316,0.050633,0,0,0,0,0,0,0,0,0.025316,0.059072,4,0,0,0,0,0,0,0,7.09091,5.89999,43.0909,0.363636,0.090909,0.090909,0.090909,0,0.181818,0,0.181818,4.53267,8.01146,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0.037975,0.113924,0,0,0,0.025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658,0.050633,0.012658,0.113924,0.050633,0.126582,0.075949,0.050633,0,0,0,0.012658,0,0.063291,0,0.012658,0,0.037975,0,0.025316,0,0.037975,0.012658,0,0.012658,0,0,0.012658,0.012658,0.012658,0.012658,0.025316,0,0.012658,0.012658,0,0.012658,0.012658,0,0,0,0,0.025316,0,0,0,0.025316,0.012658,0,0.012658,0,0,0,0,0.012658,0.012658,0,0,0.012658,0,0.037975,0,0.025316,0.012658,0,0,0.012658,0,0.037975,0.025316,0.025316,0,0.012658,0.025316,0,0,0,0.063291,0,0,0.012658,0.012658,0.012658,0.012658,0,0,0,0.012658,0,0,0.632911,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_766.txt,1,74,0.756757,98.7074,85.801,59.8605,11.1924,250.194,0.918919,0.067568,0,0,0.013514,5.55405,0.067568,0.108108,0.189189,0.135135,0.054054,0.094595,0.040541,0.121622,0.094595,0.013514,0.027027,0,0,0.040541,0,0.013514,0.142857,0,0.142857,0,0,0,0,0,0,0,0,0.243243,0.027027,0.027027,0.054054,0.013514,0,0,0.027027,0.067568,0,0,0,0,0,0,0,0,0.027027,0.043053,0,0,0,0,0,0,0,0,6.63636,4.65682,46.4545,0.272727,0.090909,0.272727,0,0,0.181818,0.090909,0.090909,8.04778,12.3976,48.6,0,0,0,0,0,0,0,0,0,0,0,0.013514,0.027027,0.121622,0,0,0,0.054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040541,0.094595,0.040541,0.094595,0.054054,0.027027,0.054054,0.027027,0,0,0,0,0,0,0,0.040541,0,0,0.013514,0,0,0.013514,0,0,0.013514,0.040541,0,0.013514,0.013514,0.013514,0.027027,0.013514,0,0,0,0,0,0,0,0,0,0,0.013514,0,0,0,0.027027,0,0,0.013514,0,0,0,0,0.054054,0,0.013514,0,0.013514,0.013514,0.027027,0,0.013514,0.013514,0,0.013514,0,0,0.013514,0.013514,0.013514,0,0,0.013514,0,0,0,0.081081,0,0,0,0.013514,0,0,0,0,0,0.040541,0,0,0.662162,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_767.txt,1,77,0.792208,120.567,117.9,71.0554,6.16824,254.561,0.961039,0.025974,0,0,0.012987,5.16883,0.038961,0.051948,0.25974,0.168831,0.181818,0.038961,0.077922,0.051948,0.012987,0.038961,0.025974,0.025974,0,0.025974,0,0,0.190476,0.067344,0.285714,0,0,0,0,0,0,0,0,0.233766,0.038961,0.038961,0.025974,0.012987,0,0,0.025974,0.051948,0.012987,0,0,0,0,0,0,0,0.025974,0.048387,0,0,0,0,0,0,0,0,6.33333,4.62481,41.3333,0.333333,0.083333,0.083333,0.083333,0.083333,0,0.083333,0.25,6.08186,9.91904,-1,0,0,0,0,0,0,0,0,0,0,0,0.012987,0.077922,0.12987,0,0,0,0.025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051948,0.038961,0.064935,0.103896,0.077922,0.090909,0.012987,0,0,0,0,0,0.012987,0,0.012987,0.025974,0.025974,0,0,0,0.012987,0,0,0.012987,0,0,0.012987,0.012987,0.012987,0.142857,0.012987,0,0,0,0,0,0,0,0,0,0,0.012987,0,0,0,0.025974,0,0,0.012987,0,0,0,0,0.038961,0.012987,0,0,0.012987,0.051948,0.012987,0,0,0.012987,0,0,0,0,0.012987,0.012987,0.012987,0,0,0,0.012987,0,0,0.038961,0,0,0.025974,0.012987,0,0.012987,0,0,0.025974,0.012987,0,0,0.688312,0.204082,0.070696,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_768.txt,1,74,0.756757,111.486,99.6102,60.901,18.9313,250.194,0.918919,0.067568,0,0,0.013514,4.83784,0.027027,0.081081,0.175676,0.283784,0.135135,0.108108,0.108108,0.027027,0,0.027027,0,0,0,0,0.013514,0.013514,0.171429,0.057143,0.285714,0,0,0,0,0,0,0,0,0.243243,0.027027,0.040541,0.040541,0.013514,0,0,0.027027,0.054054,0.013514,0,0,0,0,0,0,0,0.027027,0.059735,4,0,0,0,0,0,0,0,6.63636,5.39819,41.0909,0.272727,0.181818,0.090909,0.181818,0,0.090909,0,0.181818,4.6744,8.18621,-1,0,0,0,0,0,0,0,0,0,0,0,0.013514,0.094595,0.148649,0,0,0,0.027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094595,0.040541,0.135135,0.067568,0.067568,0.067568,0.067568,0,0,0,0,0,0.027027,0,0.013514,0,0,0,0,0,0.040541,0,0,0.013514,0,0,0.013514,0.013514,0.013514,0.027027,0.013514,0,0,0,0,0,0,0,0,0,0,0.027027,0,0,0,0.027027,0,0,0.013514,0,0,0,0,0.040541,0,0,0,0.013514,0.013514,0.027027,0,0,0.027027,0,0,0,0,0.067568,0.013514,0.013514,0,0.013514,0.013514,0.013514,0,0,0.040541,0,0,0,0.013514,0,0,0,0,0.013514,0.040541,0,0,0.702703,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_769.txt,1,73,0.767123,79.0303,74.027,43.7388,0,226.458,0.945205,0.027397,0,0.013699,0.013699,5.53425,0.041096,0.068493,0.178082,0.205479,0.09589,0.082192,0.109589,0.054795,0.041096,0.054795,0.027397,0.013699,0,0,0,0.027397,0.178571,0.061859,0.285714,0,0,0,0,0,0,0,0,0.219178,0.027397,0.013699,0.041096,0.013699,0,0,0.027397,0.068493,0,0,0,0,0,0,0,0,0.027397,0.043564,0,0,0,0,0,0,0,0,6.54545,5.06976,45.9091,0.363636,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,7.90903,12.2191,48.6,0,0,0,0,0,0,0,0,0,0,0,0.027397,0.027397,0.178082,0,0,0,0.041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986,0.013699,0.068493,0.123288,0.027397,0.09589,0.013699,0,0,0,0,0,0.013699,0,0,0,0,0,0,0,0.027397,0,0,0.013699,0,0,0.013699,0.013699,0.013699,0.178082,0.027397,0,0,0,0,0,0,0,0,0,0,0.013699,0,0,0,0.041096,0,0,0.013699,0,0,0,0,0.013699,0,0,0,0.027397,0.082192,0.013699,0,0,0.013699,0,0.068493,0,0.041096,0.054795,0.013699,0.013699,0,0,0.013699,0.013699,0,0,0.027397,0,0,0,0.013699,0,0,0,0,0,0.013699,0,0,0.671233,0.204082,0.070696,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_76.txt,1,81,0.728395,48.2773,1,61.8644,1,198.565,0.975309,0.012346,0,0,0.012346,5.32099,0,0.135802,0.123457,0.185185,0.061728,0.17284,0.160494,0.074074,0.037037,0.024691,0,0.024691,0,0,0,0,0.15,0.05,0.25,0,0,0,0,0,0,0,0,0.185185,0.061728,0.061728,0,0,0,0,0.037037,0,0,0,0,0,0,0,0,0,0.024691,0.041667,2,0,0,0,0,0,0,0,8.1,5.64712,52.8,0.4,0.1,0,0,0.1,0.1,0.1,0.2,7.68185,11.8331,-1,0,0,0,0,0,0,0,0,0,0,0,0.012346,0.049383,0.123457,0.012346,0.016949,2,0.012346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024691,0.08642,0,0.123457,0.148148,0.061728,0.061728,0.037037,0.012346,0.012346,0,0,0,0,0,0,0,0,0,0.012346,0,0.024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012346,0,0,0.024691,0,0,0,0,0,0,0,0,0,0.024691,0,0,0,0,0,0.012346,0,0.061728,0,0,0,0,0,0.08642,0,0,0,0,0,0,0,0,0.049383,0.012346,0,0,0.012346,0,0.012346,0,0,0.012346,0.024691,0,0,0.716049,0.175,0.061237,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_770.txt,1,72,0.777778,38.572,1.4039,47.6547,0.120537,204.662,0.972222,0.013889,0,0,0.013889,5.22222,0.041667,0.097222,0.194444,0.194444,0.111111,0.138889,0.041667,0.055556,0,0.055556,0.013889,0.013889,0,0.013889,0.013889,0.013889,0.142857,0,0.142857,0,0,0,0,0,0,0,0,0.291667,0.027778,0.097222,0.027778,0.013889,0,0,0.027778,0.069444,0,0,0,0,0,0,0,0,0.027778,0.045833,0,0,0,0,0,0,0,0,6.45455,5.7424,43.6364,0.363636,0.181818,0.090909,0.090909,0,0,0.090909,0.181818,6.39394,10.3208,48.6,0,0,0,0,0,0,0,0,0,0,0,0.041667,0.111111,0.152778,0,0,0,0.069444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013889,0.041667,0.055556,0.138889,0.055556,0.097222,0.097222,0.055556,0,0,0,0,0,0.027778,0.027778,0.013889,0.013889,0,0.069444,0.013889,0,0.041667,0.013889,0,0.027778,0,0,0.013889,0.013889,0.013889,0.055556,0.027778,0.013889,0.013889,0,0,0,0.013889,0,0,0,0.027778,0.027778,0,0.013889,0.013889,0.027778,0,0.041667,0.013889,0.013889,0,0,0.027778,0,0.013889,0,0,0.055556,0.041667,0,0,0.055556,0.013889,0,0,0,0,0.027778,0.041667,0.027778,0,0.013889,0.013889,0,0,0.013889,0.055556,0,0,0,0.013889,0.013889,0.013889,0,0,0,0.013889,0,0,0.708333,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_771.txt,1,73,0.808219,72.8912,74.027,40.3466,0,215.893,0.945205,0.027397,0.013699,0,0.013699,5.23288,0.041096,0.054795,0.178082,0.191781,0.178082,0.068493,0.09589,0.082192,0.068493,0,0.013699,0.013699,0,0,0,0.013699,0.190476,0.067344,0.285714,0,0,0,0,0,0,0,0,0.232877,0.027397,0.054795,0.027397,0.013699,0,0,0.027397,0.054795,0,0,0,0,0,0,0,0,0.027397,0.039175,0,0,0,0,0,0,0,0,7.2,7.05408,48.5,0.5,0.1,0.1,0,0.1,0.1,0,0.1,6.81685,10.8582,-1,0,0,0,0,0,0,0,0,0,0,0,0.013699,0.054795,0.109589,0,0,0,0.068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109589,0.054795,0.09589,0.09589,0.082192,0.054795,0.027397,0,0,0.027397,0,0,0.027397,0,0.027397,0.054795,0,0.054795,0,0,0.013699,0.013699,0,0.013699,0.068493,0.041096,0.027397,0.013699,0.027397,0.013699,0.013699,0.054795,0.054795,0,0,0,0,0.054795,0.054795,0,0,0.013699,0,0.068493,0.041096,0.027397,0,0,0.027397,0.013699,0.027397,0,0,0,0,0,0,0.054795,0,0,0,0,0.013699,0.013699,0,0,0,0.013699,0.027397,0.027397,0,0,0.013699,0,0,0,0.027397,0,0,0,0.013699,0.013699,0,0.013699,0,0,0.041096,0,0,0.712329,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_772.txt,1,71,0.802817,71.9057,74.027,38.3556,0,197.197,0.971831,0.014085,0,0,0.014085,5.19718,0.028169,0.070423,0.197183,0.169014,0.183099,0.098592,0.070423,0.070423,0.056338,0.014085,0.014085,0.014085,0,0,0,0.014085,0.238095,0.067344,0.285714,0,0,0,0,0,0,0,0,0.28169,0.028169,0.070423,0.042254,0.014085,0,0,0.028169,0.056338,0.014085,0,0,0,0,0,0,0,0.028169,0.04721,0,0,0,0,0,0,0,0,6.36364,5.31332,42.3636,0.363636,0.090909,0.181818,0.090909,0,0,0.181818,0.090909,6.23055,10.108,-1,0,0,0,0,0,0,0,0,0,0,0,0.028169,0.084507,0.126761,0,0,0,0.028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014085,0.042254,0.028169,0.070423,0.112676,0.098592,0.084507,0.014085,0,0,0,0,0,0,0,0.014085,0.028169,0.028169,0,0,0,0.014085,0,0,0.014085,0,0,0.056338,0.084507,0.014085,0.028169,0.014085,0,0,0,0,0,0,0,0,0,0,0.014085,0,0,0,0.028169,0,0,0.014085,0,0,0,0.014085,0,0,0,0,0.014085,0.042254,0.014085,0.014085,0,0.014085,0,0.056338,0,0.056338,0.014085,0.028169,0.028169,0,0,0,0,0,0,0.028169,0,0,0,0.014085,0.014085,0,0,0,0.028169,0.028169,0,0,0.690141,0.22449,0.070696,0.285714,0,0,0,0,0
C:\Dev\fp\phishing\email_773.txt,1,75,0.773333,114.977,91.4177,57.0601,15.8897,254.603,0.96,0.013333,0.013333,0,0.013333,5.26667,0.026667,0.12,0.133333,0.186667,0.173333,0.093333,0.093333,0.066667,0.013333,0.026667,0.026667,0.013333,0,0.013333,0,0.013333,0.238095,0.067344,0.285714,0,0,0,0,0,0,0,0,0.253333,0.026667,0.053333,0.04,0.013333,0,0,0.026667,0.053333,0.013333,0,0,0,0,0,0,0,0.026667,0.044,0,0,0,0,0,0,0,0,6.72727,5.10064,45.4545,0.363636,0.090909,0.090909,0,0.090909,0.090909,0.181818,0.090909,6.73964,10.768,-1,0,0,0,0,0,0,0,0,0,0,0.026667,0.08,0.093333,0.12,0,0,0,0.013333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667,0.026667,0.013333,0.16,0.106667,0.04,0.026667,0.04,0,0,0,0,0,0.08,0,0.013333,0,0,0,0.013333,0,0.026667,0,0,0.013333,0,0,0.013333,0.013333,0.013333,0.066667,0.013333,0,0,0,0,0,0,0,0,0,0.013333,0.04,0,0.013333,0,0.026667,0,0.013333,0.013333,0,0,0,0.013333,0.026667,0.013333,0,0,0.04,0.013333,0,0,0,0.013333,0,0,0,0,0.026667,0.013333,0.013333,0,0.013333,0.053333,0,0,0,0.04,0,0,0,0.013333,0,0,0,0,0.013333,0.026667,0,0,0.733333,0.285714,0.116642,0.428571,0,0,0,0,0
C:\Dev\fp\phishing\email_774.txt,1,75,0.8,112.278,85.801,58.861,17.4272,250.194,0.92,0.066667,0,0,0.013333,5.22667,0.053333,0.08,0.186667,0.173333,0.12,0.106667,0.093333,0.04,0.08,0.013333,0.013333,0.013333,0.013333,0,0,0.013333,0.190476,0.067344,0.285714,0,0,0,0,0,0,0,0,0.213333,0.026667,0.013333,0.026667,0.04,0,0,0.026667,0.053333,0,0,0,0,0,0,0,0,0.026667,0.041237,0,0,0,0,0,0,0,0,7.4,7.0739,48.5,0.5,0.1,0.1,0,0.1,0.1,0,0.1,6.8876,10.9328,7.8,0,0,0,0,0,0,0,0,0,0,0,0.013333,0.053333,0.106667,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333,0.066667,0.04,0.106667,0.066667,0.093333,0.066667,0.066667,0,0,0,0,0,0,0.013333,0.026667,0,0,0.026667,0.026667,0,0.053333,0.013333,0,0.026667,0,0,0.026667,0.026667,0.026667,0.093333,0.026667,0,0,0,0,0,0,0,0,0,0.013333,0.04,0,0.013333,0,0.04,0,0.053333,0.026667,0,0,0,0.013333,0,0.013333,0,0,0.026667,0.026667,0.026667,0,0.013333,0.026667,0.013333,0.013333,0,0.013333,0.013333,0.04,0.026667,0,0,0.013333,0,0,0,0.026667,0.026667,0,0.013333,0.026667,0,0,0,0,0.013333,0.053333,0,0,0.76,0.214286,0.123718,0.428571,0,0,0,0,0
C:\Dev\fp\phishing\email_775.txt,1,70,0.771429,42.8649,0,53.2848,0,196.888,0.971429,0.014286,0,0,0.014286,5.55714,0.071429,0.1,0.157143,0.142857,0.142857,0.071429,0.114286,0.028571,0.014286,0.028571,0.071429,0,0.014286,0,0,0.042857,0.238095,0.067344,0.285714,0,0,0,0,0,0,0,0,0.257143,0.042857,0.071429,0.028571,0.014286,0,0,0.028571,0.042857,0,0,0,0,0,0,0,0,0.028571,0.056,4,0,0,0,0,0,0,0,6.9,6.59469,50,0.5,0.1,0.1,0,0.1,0.1,0,0.1,8.19414,12.5861,316.867,0,0,0,0,0,0,0,0,0,0,0.014286,0.042857,0.057143,0.085714,0,0,0,0.014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014286,0.042857,0.014286,0.114286,0.042857,0.128571,0.1,0.014286,0,0,0,0,0,0,0,0.028571,0,0.014286,0,0.014286,0,0.028571,0.014286,0,0.014286,0,0.014286,0.014286,0.014286,0.014286,0.014286,0.028571,0,0,0,0,0,0,0,0,0,0,0.042857,0,0,0.028571,0.028571,0.014286,0.028571,0.028571,0,0,0,0,0.042857,0,0,0,0.014286,0,0.057143,0,0.014286,0.014286,0,0,0,0,0.014286,0.014286,0.014286,0,0,0,0,0,0,0.071429,0,0,0,0.014286,0,0,0,0,0,0.028571,0,0,0.714286,0.257143,0.106904,0.428571,0,0,0,0,0
C:\Dev\fp\phishing\email_776.txt,1,80,0.7875,52.8982,0,65.8348,0,201.406,0.975,0.0125,0,0,0.0125,5.425,0.05,0.1,0.175,0.1125,0.075,0.1625,0.15,0.05,0.05,0.0125,0.025,0,0.0125,0,0.0125,0.0125,0.25,0.125,0.375,0,0,0,0,0,0,0,0,0.225,0.025,0.0375,0.025,0.025,0,0,0.025,0.0625,0,0,0,0,0,0,0,0,0.025,0.03321,0,0,0,0,0,0,0,0,7.18182,6.50619,49.2727,0.363636,0.181818,0.181818,0,0,0,0.090909,0.181818,7.71266,11.9775,28.2,0,0,0,0,0,0,0,0,0,0,0.0125,0.05,0.075,0.125,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.075,0.0125,0.1375,0.0375,0.0875,0.0125,0.0375,0,0,0,0,0,0,0,0.0125,0,0,0.0125,0.0125,0,0.075,0.0125,0,0.025,0,0,0.025,0.025,0.025,0.0375,0.025,0,0.0125,0.0125,0,0.0125,0.0125,0,0,0,0.0375,0.05,0,0,0.125,0.0375,0.0125,0.075,0.0375,0,0,0,0.0125,0.0125,0,0.05,0,0.025,0.0125,0.0125,0.0125,0.0125,0.025,0.1375,0.0125,0.0125,0,0.0125,0.025,0.025,0,0.0125,0.0125,0,0,0.0125,0.0375,0,0,0.0125,0.025,0,0.0125,0,0,0.0125,0.0125,0,0,0.7125,0.25,0.088388,0.375,0,0,0,0,0
C:\Dev\fp\phishing\email_777.txt,1,80,0.7375,55.4478,0,67.9176,0,231.971,0.975,0.0125,0,0,0.0125,4.7375,0.0375,0.05,0.2375,0.25,0.2,0.025,0.075,0.075,0.0125,0,0,0.025,0,0,0,0.0125,0.15,0.05,0.25,0,0,0,0,0,0,0,0,0.2125,0.025,0.0375,0.025,0.0125,0,0,0.025,0.0625,0,0,0,0,0,0,0,0,0.025,0.05625,4,0,0,0,0,0,0,0,7.18182,5.5238,43.6364,0.272727,0.181818,0.090909,0.090909,0,0.090909,0.181818,0.090909,4.47453,7.93498,-1,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.0625,0.0875,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.0125,0.0875,0.0875,0.05,0.0625,0.05,0,0,0,0,0.025,0,0,0.0125,0,0,0.0125,0.0125,0,0.05,0,0,0.0125,0,0,0.0125,0.05,0.0125,0.0125,0.025,0,0,0,0,0,0,0,0,0,0.0125,0.025,0,0,0,0.025,0.0125,0,0.0375,0.025,0,0,0,0.05,0.0125,0.0125,0,0.0125,0.025,0.0375,0,0.0125,0.0125,0,0.0375,0,0.025,0.0125,0.025,0.0125,0,0,0,0,0.0125,0,0.05,0,0,0.0375,0.0125,0,0,0,0,0,0.025,0,0,0.675,0.1875,0.0625,0.25,0,0,0,0,0
